38482,431
38913,294
39207,317
39524,185
39710,714
40424,418
40842,153
40995,883
41878,242
42120,137
42257,143
42400,196
42596,215
42811,190
43001,284
43285,214
43499,10
419,2953
3372,1117
4489,44
4533,3891
8424,1319
9743,2038
11781,1939
13720,2780
16500,1478
17978,2531
20509,2386
22895,1124
24019,1470
25489,1384
26873,1557
28430,1146
29576,1607
31183,1704
32887,1139
34026,1224
35250,1039
36289,1036
37325,789
38114,617
38731,549
39280,395
39675,242
39917,832
40749,343
41092,702
41794,349
42143,303
42446,522
42968,210
43178,93
43271,92
43363,114
43477,130
43607,70
43677,25
419,4917
5336,2831
8167,2055
10222,2568
12790,3606
16396,1013
17409,725
18134,1755
19889,1428
21317,1790
23107,1420
24527,1196
25723,1286
27009,2019
29028,1358
30386,1142
31528,1001
32529,570
33099,1107
34206,996
35202,1414
36616,253
36869,275
37144,286
37430,501
37931,324
38255,775
39030,342
39372,414
39786,207
39993,191
40184,450
40634,459
41093,167
41260,205
41465,592
42057,58
42115,29
42144,403
42547,239
419,3581
4000,2278
6278,2553
8831,1326
10157,1185
11342,783
12125,1024
13149,3531
16680,1542
18222,1596
19818,1416
21234,1830
23064,993
24057,432
24489,845
25334,1602
26936,1877
28813,764
29577,927
30504,1149
31653,911
32564,1182
33746,519
34265,426
34691,474
35165,346
35511,707
36218,600
36818,578
37396,1761
39157,769
39926,249
40175,354
40529,224
40753,704
41457,628
42085,262
42347,638
42985,194
43179,20
419,3128
3547,1933
5480,2851
8331,331
8662,1361
10023,439
10462,1672
12134,1208
13342,2888
16230,1968
18198,1567
19765,1890
21655,1619
23274,1105
24379,1644
26023,2062
28085,841
28926,1037
29963,449
30412,791
31203,1306
32509,765
33274,1310
34584,1402
35986,303
36289,1049
37338,279
37617,529
38146,300
38446,155
38601,1506
40107,66
40173,156
40329,192
40521,369
40890,590
41480,372
41852,450
42302,148
42450,30
419,4468
4887,1276
6163,2614
8777,1548
10327,1861
12188,1794
13982,3275
17257,1809
19066,1481
20547,1102
21649,1934
23583,825
24408,1331
25739,1127
26866,1004
27870,1288
29158,890
30048,506
30554,911
31465,330
31795,1396
33191,478
33669,1283
34952,919
35871,789
36660,1041
37701,16
37717,583
38300,619
38919,295
39214,311
39525,423
39948,378
40326,574
40900,853
41753,407
42160,593
42753,196
42949,462
43411,211
419,4293
4712,1258
5970,2749
8719,1851
10570,1696
12266,1104
13370,2947
16317,1899
18216,1614
19830,1700
21530,1311
22841,1324
24165,1289
25454,1188
26642,1314
27956,1057
29013,1378
30391,1515
31906,1420
33326,648
33974,668
34642,1224
35866,911
36777,279
37056,755
37811,649
38460,819
39279,576
39855,579
40434,415
40849,546
41395,176
41571,214
41785,174
41959,219
42178,171
42349,142
42491,369
42860,328
43188,116
419,2907
3326,2210
5536,2707
8243,2059
10302,872
11174,1128
12302,4284
16586,1649
18235,1414
19649,1575
21224,2134
23358,1414
24772,1907
26679,222
26901,1027
27928,1342
29270,1252
30522,1309
31831,600
32431,909
33340,969
34309,707
35016,1046
36062,628
36690,287
36977,10
36987,779
37766,212
37978,380
38358,504
38862,224
39086,855
39941,558
40499,605
41104,314
41418,185
41603,224
41827,534
42361,223
42584,76
419,4199
4618,3716
8334,1345
9679,1522
11201,1897
13098,3188
16286,1962
18248,2059
20307,1092
21399,819
22218,1909
24127,1951
26078,1224
27303,1544
28847,1798
30645,537
31182,1412
32594,1207
33801,877
34678,1409
36087,299
36386,974
37360,335
37695,719
38414,205
38619,472
39091,245
39336,596
39932,398
40330,442
40772,494
41266,207
41473,459
41932,204
42136,507
42643,212
42855,157
43012,136
43148,135
43283,147
419,3906
4325,1261
5587,2674
8261,790
9051,2137
11188,1247
12435,945
13380,3212
16592,2059
18651,2567
21218,1511
22729,684
23413,2650
26063,2057
28120,945
29065,1220
30285,916
31201,1353
32554,517
33071,914
33985,1066
35051,999
36050,908
36958,777
37735,715
38450,661
39111,449
39560,283
39843,734
40577,686
41263,810
42073,259
42332,677
43009,422
43431,127
43558,36
43594,31
43625,12
43637,10
43647,123
419,4835
5254,3091
8345,2207
10552,2586
13138,2903
16041,853
16894,1002
17896,1086
18982,2357
21339,1454
22793,1361
24154,440
24594,1388
25982,1095
27077,994
28071,854
28925,1320
30245,522
30767,1261
32028,1024
33052,721
33773,790
34563,561
35124,653
35777,583
36360,361
36721,658
37379,933
38312,865
39177,777
39954,378
40332,419
40751,212
40963,10
40973,181
41154,929
42083,254
42337,306
42643,212
42855,61
419,3017
3436,4454
7890,3516
11406,2407
13813,3450
17263,1778
19041,1494
20535,1295
21830,2329
24159,1853
26012,1115
27127,924
28051,1131
29182,1248
30430,796
31226,1199
32425,708
33133,1100
34233,1077
35310,664
35974,305
36279,724
37003,802
37805,865
38670,519
39189,188
39377,314
39691,701
40392,423
40815,225
41040,166
41207,199
41406,363
41769,183
41952,233
42185,125
42310,10
42320,256
42576,220
42796,203
419,2929
3348,2798
6146,2620
8766,1928
10694,2402
13096,3002
16098,2064
18162,1634
19796,961
20757,1022
21779,1188
22967,1832
24799,1925
26724,2042
28766,1397
30163,1014
31177,1535
32712,1397
34109,401
34510,886
35396,1296
36692,316
37008,276
37284,612
37896,502
38398,466
38864,391
39255,271
39526,136
39662,576
40238,253
40491,256
40747,67
40814,663
41477,204
41681,332
42013,272
42285,169
42454,474
42928,293
419,4058
4477,4042
8519,1490
10010,1798
11808,2256
14064,3182
17246,1223
18469,1369
19838,1682
21520,1380
22900,1149
24049,1492
25542,1598
27140,1314
28454,813
29267,2437
31704,721
32425,1741
34166,953
35119,1055
36174,672
36846,620
37466,519
37985,438
38423,431
38854,551
39405,516
39921,23
39944,634
40578,562
41140,660
41800,191
41991,183
42174,581
42755,219
42974,124
43098,212
43310,267
43577,20
43597,27
419,4411
4830,528
5358,2819
8177,1991
10168,1200
11368,1615
12983,3400
16383,1450
17833,1308
19141,1443
20584,1588
22172,1398
23570,1852
25422,1362
26784,1030
27814,1582
29396,1113
30509,949
31458,1466
32924,979
33903,461
34364,1022
35386,284
35670,1083
36753,13
36766,934
37700,220
37920,334
38254,644
38898,601
39499,423
39922,730
40652,579
41231,207
41438,181
41619,193
41812,561
42373,35
42408,199
42607,297
419,5537
5956,2770
8726,2665
11391,2527
13918,3174
17092,1905
18997,2196
21193,1598
22791,1239
24030,1638
25668,1014
26682,2350
29032,495
29527,1081
30608,795
31403,1445
32848,1173
34021,1029
35050,611
35661,1099
36760,547
37307,273
37580,742
38322,327
38649,215
38864,388
39253,586
39839,325
40164,485
40649,322
40971,391
41362,161
41523,206
41729,497
42226,11
42237,10
42247,490
42737,179
42916,123
43039,250
419,4376
4795,3370
8165,2159
10324,1734
12058,1582
13641,2628
16269,1991
18260,1475
19735,1704
21439,1990
23429,937
24366,1559
25925,790
26715,978
27693,1095
28788,1225
30013,1144
31157,1126
32283,971
33254,1301
34555,1044
35599,1179
36778,840
37618,270
37888,825
38713,262
38975,538
39513,585
40098,458
40556,412
40968,190
41158,48
41206,661
41867,260
42127,338
42465,637
43102,200
43302,193
43495,46
43541,49
419,5912
6331,2114
8445,1228
9673,1581
11254,1582
12836,4495
17331,1837
19168,1576
20744,1393
22137,1926
24063,1981
26044,1141
27185,1190
28375,1818
30193,1324
31517,1109
32626,1149
33775,873
34648,1395
36043,983
37026,736
37762,206
37968,11
37979,536
38515,730
39245,234
39479,232
39711,247
39959,213
40172,267
40439,187
40626,442
41068,565
41633,236
41869,62
41931,200
42131,867
42998,56
43054,407
43461,144
419,4176
4595,1458
6053,2989
9042,2512
11554,1960
13514,3739
17253,1811
19064,1547
20611,1183
21794,1261
23055,2277
25332,1665
26997,1738
28735,1298
30033,1538
31571,895
32466,608
33074,1088
34162,857
35019,109
35128,973
36101,910
37011,62
37073,258
37331,1082
38413,502
38915,617
39532,585
40117,65
40182,11
40193,609
40802,424
41226,495
41721,247
41968,257
42225,408
42633,322
42955,120
43075,470
43545,64
419,4244
4663,1241
5904,2759
8663,1523
10186,1242
11428,2433
13861,2423
16284,2227
18511,1335
19846,1904
21750,1114
22864,1348
24212,1596
25808,1481
27289,1477
28766,1212
29978,1159
31137,837
31974,1341
33315,1192
34507,902
35409,1221
36630,302
36932,11
36943,11
36954,10
36964,214
37178,268
37446,289
37735,554
38289,348
38637,907
39544,277
39821,74
39895,547
40442,231
40673,385
41058,368
41426,402
41828,175
419,4359
4778,3227
8005,2234
10239,1008
11247,500
11747,2287
14034,3241
17275,1642
18917,1257
20174,1476
21650,1375
23025,998
24023,921
24944,413
25357,1579
26936,1066
28002,952
28954,1415
30369,1085
31454,2462
33916,1478
35394,1230
36624,524
37148,842
37990,12
38002,629
38631,457
39088,137
39225,10
39235,233
39468,553
40021,281
40302,219
40521,366
40887,257
41144,197
41341,524
41865,266
42131,451
42583,215
419,4141
4560,1549
6109,2820
8929,2318
11247,1564
12811,3243
16054,1799
17853,623
18476,1795
20271,949
21220,1617
22837,1706
24543,1360
25904,1150
27054,1719
28773,717
29490,1958
31448,797
32245,65
32310,235
32545,1426
33971,1071
35042,330
35372,323
35695,702
36397,1488
37885,715
38600,397
38997,427
39424,318
39742,201
39943,601
40544,462
41006,426
41432,257
41689,360
42049,78
42127,131
42258,323
42581,336
419,4160
4579,944
5523,2896
8419,1562
9981,1217
11198,999
12197,1455
13652,2957
16609,1525
18134,1719
19853,1865
21718,1303
23021,1525
24546,1154
25700,2079
27779,1809
29588,953
30541,1383
31925,1774
33699,956
34655,1210
35865,1288
37153,282
37435,918
38353,341
38694,252
38946,408
39354,873
40227,486
40713,10
40723,10
40733,10
40743,481
41224,206
41430,507
41937,417
42354,612
42966,95
43061,127
43188,162
419,4865
5284,2996
8280,886
9166,1026
10192,1804
11996,1457
13453,2413
15866,2320
18186,1917
20103,1344
21447,1595
23042,1494
24536,929
25465,1512
26977,1118
28095,1270
29365,2151
31516,1206
32722,1143
33865,1330
35195,1101
36296,1207
37503,281
37784,431
38215,500
38715,265
38980,244
39224,11
39235,726
39961,220
40181,170
40351,620
40971,294
41265,207
41472,280
41752,335
42087,95
42182,148
42330,518
42848,207
419,4089
4508,1874
6382,2693
9075,1578
10653,1782
12435,3800
16235,2014
18249,1956
20205,1479
21684,2376
24060,1267
25327,2783
28110,1254
29364,1470
30834,1632
32466,1555
34021,662
34683,1393
36076,269
36345,954
37299,281
37580,257
37837,771
38608,369
38977,286
39263,10
39273,328
39601,539
40140,178
40318,208
40526,11
40537,604
41141,195
41336,153
41489,203
41692,377
42069,186
42255,377
42632,273
42905,345
419,2986
3405,1954
5359,3617
8976,1600
10576,1531
12107,1309
13416,2862
16278,1077
17355,792
18147,1494
19641,827
20468,1011
21479,1525
23004,1616
24620,1092
25712,1468
27180,1596
28776,1176
29952,1526
31478,1581
33059,1248
34307,1317
35624,380
36004,760
36764,817
37581,1328
38909,661
39570,719
40289,644
40933,480
41413,168
41581,466
42047,115
42162,264
42426,468
42894,390
43284,127
43411,171
43582,75
43657,20
419,4207
4626,1729
6355,2380
8735,1442
10177,1096
11273,2577
13850,2518
16368,981
17349,1747
19096,1675
20771,1499
22270,653
22923,2320
25243,1681
26924,852
27777,687
28465,2024
30489,1190
31679,2006
33685,1261
34946,636
35582,1128
36710,298
37008,253
37261,817
38078,859
38937,323
39260,289
39549,546
40095,542
40637,558
41195,197
41392,176
41568,523
42091,306
42397,359
42756,363
43119,105
43224,84
43308,173
419,4114
4533,4376
8909,2559
11468,1501
12969,726
13695,3484
17179,686
17865,2000
19865,2282
22147,1975
24122,1835
25957,1311
27268,1138
28406,1568
29974,1240
31214,773
31987,2049
34036,1250
35286,335
35621,388
36009,769
36778,832
37610,457
38067,316
38383,901
39284,1002
40286,258
40544,412
40956,182
41138,198
41336,353
41689,474
42163,300
42463,269
42732,191
42923,358
43282,148
43430,65
43495,111
43606,49
419,4878
5297,3382
8679,1050
9729,1469
11198,951
12149,4289
16438,1809
18247,1362
19609,817
20426,2977
23403,998
24401,1511
25912,806
26718,1271
27989,2010
29999,501
30500,320
30820,322
31142,236
31378,1469
32847,1184
34031,509
34540,1037
35577,767
36344,11
36355,706
37061,256
37317,927
38244,500
38744,481
39226,288
39514,197
39711,219
39930,407
40337,441
40779,459
41238,288
41526,274
41800,172
41972,702
419,4231
4650,1338
5988,2852
8840,2611
11451,2586
14037,3367
17404,1081
18485,1311
19796,1787
21583,1173
22756,387
23143,2612
25755,1513
27268,1531
28799,1146
29945,1523
31468,1094
32562,1218
33780,1162
34942,867
35809,1021
36830,866
37696,1323
39019,526
39545,506
40051,21
40072,431
40503,322
40825,719
41544,341
41885,371
42256,545
42801,367
43168,135
43303,168
43471,173
43644,52
43696,49
43745,27
43772,11
419,5013
5432,2566
7998,3399
11397,4851
16248,1664
17912,1643
19555,790
20345,980
21325,1681
23006,1252
24258,1595
25853,1404
27257,875
28132,203
28335,637
28972,1460
30432,1005
31437,423
31860,1056
32916,790
33706,451
34157,886
35043,330
35373,1020
36393,938
37331,715
38046,1073
39119,228
39347,320
39667,562
40229,223
40452,604
41056,730
41786,176
41962,360
42322,308
42630,332
42962,136
43098,194
43292,171
420,4917
5337,3626
8963,2248
11211,1194
12405,1236
13641,3602
17243,1600
18843,1703
20546,2522
23068,1342
24410,1643
26053,1691
27744,1301
29045,1227
30272,871
31143,1516
32659,609
33268,938
34206,1720
35926,678
36604,822
37426,291
37717,233
37950,1118
39068,877
39945,375
40320,204
40524,182
40706,307
41013,235
41248,12
41260,598
41858,314
42172,254
42426,301
42727,285
43012,292
43304,166
43470,85
43555,56
420,4314
4734,3358
8092,3364
11456,2156
13612,2718
16330,1769
18099,2095
20194,998
21193,1635
22828,1276
24104,492
24596,691
25287,1547
26834,1553
28387,1635
30022,1295
31317,1377
32694,1180
33874,575
34449,963
35412,1022
36434,918
37352,932
38284,351
38635,257
38892,540
39432,225
39657,456
40113,260
40373,227
40600,836
41436,199
41635,560
42195,224
42419,208
42627,198
42825,399
43224,142
43366,53
43419,84
420,4151
4571,1526
6097,2649
8746,1567
10313,1530
11843,1318
13161,2927
16088,1282
17370,1086
18456,1221
19677,1883
21560,1465
23025,1049
24074,55
24129,1680
25809,1871
27680,1109
28789,1768
30557,935
31492,509
32001,1339
33340,1029
34369,955
35324,502
35826,774
36600,572
37172,909
38081,315
38396,495
38891,650
39541,755
40297,214
40511,385
40896,578
41474,203
41677,536
42213,260
42473,335
42808,361
43169,317
420,5276
5696,2300
7996,1794
9790,1820
11610,1844
13454,2902
16356,1545
17901,1068
18969,1467
20436,1653
22089,3588
25677,1310
26987,2083
29070,1192
30262,1348
31610,885
32495,1189
33684,1242
34926,777
35703,611
36314,370
36684,883
37567,261
37828,342
38170,940
39110,234
39344,222
39566,277
39843,350
40193,160
40353,236
40589,225
40814,408
41222,189
41411,508
41919,719
42638,315
42953,122
43075,228
43303,169
420,4312
4732,3458
8190,1657
9847,2002
11849,1321
13170,2881
16051,1879
17930,822
18752,963
19715,1861
21576,1309
22885,1215
24100,1323
25423,428
25851,795
26646,1116
27762,658
28420,647
29067,563
29630,947
30577,1237
31814,566
32380,27
32407,383
32790,466
33256,688
33944,479
34423,1377
35800,324
36124,1149
37273,881
38154,326
38480,683
39163,184
39347,11
39358,428
39786,331
40117,128
40245,525
40770,1040
420,4233
4653,1679
6332,2107
8439,1601
10040,2340
12380,3849
16229,886
17115,1410
18525,1188
19713,1810
21523,1579
23102,1094
24196,1678
25874,1896
27770,1520
29290,1352
30642,1279
31921,424
32345,1375
33720,697
34417,641
35058,1304
36362,642
37004,756
37760,951
38711,706
39417,831
40248,425
40673,213
40886,192
41078,678
41756,223
41979,169
42149,138
42287,395
42682,62
42744,201
42945,289
43234,68
43302,148
420,5102
5522,3406
8928,2502
11430,2616
14046,3180
17226,1768
18994,2216
21210,1007
22217,907
23124,1122
24246,1035
25281,1356
26637,1395
28032,255
28287,655
28942,1337
30279,1194
31473,1145
32618,1205
33823,1174
34997,375
35372,690
36062,262
36324,980
37304,942
38246,464
38710,334
39044,1200
40244,810
41054,364
41418,173
41591,234
41825,574
42399,70
42469,453
42922,235
43157,222
43379,174
43553,53
43606,48
420,5027
5447,2898
8345,763
9108,1399
10507,1888
12395,1167
13562,3762
17324,1514
18838,2872
21710,1171
22881,1650
24531,1297
25828,1346
27174,723
27897,1207
29104,945
30049,1190
31239,1483
32722,1430
34152,897
35049,217
35266,400
35666,1091
36757,281
37038,518
37556,468
38024,876
38900,408
39308,551
39859,517
40376,371
40747,67
40814,558
41372,179
41551,275
41826,167
41993,366
42359,398
42757,195
42952,114
420,3042
3462,2127
5589,2659
8248,1744
9992,2182
12174,1447
13621,3600
17221,1398
18619,1094
19714,1747
21461,1370
22831,738
23569,1667
25236,1469
26705,1217
27922,1204
29126,1364
30490,1240
31730,629
32359,740
33099,920
34019,579
34598,513
35111,166
35277,379
35656,337
35993,287
36280,372
36652,593
37245,752
37997,703
38700,917
39617,660
40277,547
40824,206
41030,173
41203,856
42059,427
42487,332
42819,321
420,4932
5352,2833
8185,909
9094,1392
10486,1585
12071,1080
13151,312
13463,2894
16357,1629
17986,1193
19179,2061
21240,839
22079,2227
24306,1257
25563,1569
27132,1680
28812,1383
30195,2094
32289,285
32574,1274
33848,1428
35276,1443
36719,1104
37823,262
38085,494
38579,789
39368,869
40237,652
40889,443
41332,530
41862,986
42848,616
43464,203
43667,37
43704,27
43731,10
43741,10
43751,24
43775,11
43786,9
420,4260
4680,1671
6351,3557
9908,1806
11714,1767
13481,2876
16357,2015
18372,1741
20113,1295
21408,1861
23269,1428
24697,1781
26478,1255
27733,1543
29276,1089
30365,2027
32392,1487
33879,1316
35195,710
35905,883
36788,283
37071,513
37584,508
38093,379
38472,388
38860,114
38974,239
39213,639
39852,600
40452,301
40753,265
41018,52
41070,172
41242,191
41433,169
41602,241
41843,195
42038,248
42286,159
42445,285
421,3252
3673,2076
5749,3269
9018,1211
10229,1199
11428,1609
13037,3425
16462,1237
17699,2492
20191,1193
21384,1507
22891,1341
24232,1587
25819,1044
26863,1154
28017,904
28921,1711
30632,1100
31732,1347
33079,1044
34123,1062
35185,351
35536,325
35861,1186
37047,12
37060,260
37320,287
37607,236
37843,1066
38909,716
39625,615
40240,182
40422,326
40748,370
41118,374
41492,373
41865,254
42119,129
42248,322
42570,346
421,4315
4736,1314
6050,2760
8810,1142
9952,1254
11206,957
12163,1416
13579,2718
16297,2329
18626,1569
20195,1225
21420,1651
23071,1141
24212,2644
26856,424
27280,1446
28726,1803
30529,1183
31712,1570
33282,1366
34648,1267
35915,1222
37137,1452
38589,318
38907,525
39432,417
39849,442
40291,345
40636,359
40995,187
41182,198
41380,173
41553,199
41752,437
42189,219
42408,393
42801,160
42961,243
43204,286
43490,132
451,4379
4830,3931
8761,2809
11570,2003
13573,3659
17232,1289
18521,1523
20044,1416
21460,1421
22881,1217
24098,1366
25464,1759
27223,942
28165,73
28238,790
29028,1006
30034,1148
31182,1328
32510,845
33355,1570
34925,500
35425,765
36190,912
37102,260
37362,283
37645,808
38453,982
39435,434
39869,767
40636,444
41080,179
41259,206
41465,188
41653,701
42354,597
42951,115
43066,333
43399,278
43677,81
43758,15
451,4402
4853,3414
8267,2051
10318,1759
12077,1643
13720,3363
17083,1470
18553,1223
19776,1779
21555,1207
22762,1382
24144,1599
25743,2988
28731,1518
30249,1381
31630,1473
33103,933
34036,535
34571,1067
35638,999
36637,784
37421,489
37910,22
37932,486
38418,438
38856,149
39005,133
39138,554
39692,388
40080,87
40167,149
40316,199
40515,632
41147,199
41346,259
41605,752
42357,359
42716,184
42900,404
43304,117
451,4416
4867,3339
8206,1854
10060,1696
11756,2037
13793,3015
16808,1164
17972,1793
19765,1008
20773,1328
22101,2204
24305,1230
25535,1753
27288,834
28122,1874
29996,1229
31225,1175
32400,736
33136,1831
34967,130
35097,1053
36150,972
37122,788
37910,544
38454,405
38859,478
39337,584
39921,625
40546,384
40930,190
41120,224
41344,524
41868,226
42094,564
42658,596
43254,48
43302,150
43452,114
43566,50
43616,38
455,3016
3471,2520
5991,2899
8890,1413
10303,1791
12094,1525
13619,3512
17131,1893
19024,2224
21248,1714
22962,1476
24438,849
25287,1936
27223,908
28131,1505
29636,1027
30663,1295
31958,364
32322,103
32425,684
33109,1070
34179,818
34997,819
35816,322
36138,902
37040,511
37551,254
37805,231
38036,1377
39413,628
40041,516
40557,509
41066,381
41447,944
42391,365
42756,220
42976,246
43222,96
43318,280
43598,33
455,4925
5380,2999
8379,1431
9810,1897
11707,1822
13529,3572
17101,1908
19009,2268
21277,1777
23054,1781
24835,1709
26544,1405
27949,213
28162,2494
30656,1686
32342,561
32903,362
33265,441
33706,218
33924,491
34415,862
35277,337
35614,536
36150,433
36583,552
37135,1264
38399,453
38852,232
39084,846
39930,711
40641,436
41077,266
41343,351
41694,252
41946,252
42198,464
42662,476
43138,170
43308,84
43392,264
455,2932
3387,2743
6130,2587
8717,1597
10314,2119
12433,1183
13616,2710
16326,2693
19019,2224
21243,605
21848,1461
23309,2231
25540,2298
27838,1701
29539,1269
30808,1490
32298,1060
33358,1101
34459,1012
35471,1347
36818,564
37382,324
37706,999
38705,706
39411,454
39865,421
40286,479
40765,403
41168,403
41571,263
41834,519
42353,388
42741,481
43222,142
43364,47
43411,101
43512,72
43584,94
43678,28
43706,10
455,4181
4636,1006
5642,2248
7890,1910
9800,1497
11297,2599
13896,3224
17120,731
17851,1024
18875,1900
20775,1122
21897,1622
23519,1989
25508,1217
26725,1318
28043,1050
29093,435
29528,1028
30556,1225
31781,1326
33107,1523
34630,1090
35720,634
36354,658
37012,418
37430,893
38323,380
38703,833
39536,407
39943,313
40256,491
40747,263
41010,180
41190,192
41382,174
41556,501
42057,293
42350,146
42496,12
42508,430
456,4805
5261,3025
8286,786
9072,1612
10684,1712
12396,1541
13937,2927
16864,1322
18186,1764
19950,1406
21356,1468
22824,1732
24556,873
25429,1212
26641,1391
28032,1483
29515,1059
30574,1022
31596,1253
32849,985
33834,1265
35099,665
35764,322
36086,1132
37218,739
37957,68
38025,347
38372,492
38864,93
38957,11
38968,193
39161,503
39664,596
40260,488
40748,369
41117,249
41366,450
41816,63
41879,237
42116,132
456,3085
3541,2083
5624,2724
8348,1809
10157,1030
11187,1198
12385,3832
16217,1771
17988,1210
19198,1270
20468,1202
21670,1072
22742,720
23462,1949
25411,659
26070,1643
27713,474
28187,2111
30298,1381
31679,824
32503,834
33337,916
34253,734
34987,957
35944,735
36679,908
37587,969
38556,625
39181,615
39796,51
39847,401
40248,189
40437,213
40650,345
40995,568
41563,203
41766,593
42359,273
42632,223
42855,60
456,3499
3955,1369
5324,3036
8360,1667
10027,1361
11388,1723
13111,2890
16001,2384
18385,2009
20394,1886
22280,1808
24088,1463
25551,2834
28385,1514
29899,601
30500,1282
31782,1304
33086,865
33951,1093
35044,352
35396,1405
36801,818
37619,664
38283,768
39052,522
39574,293
39867,577
40444,538
40982,183
41165,200
41365,173
41538,245
41783,320
42103,322
42425,382
42807,69
42876,330
43206,140
43346,292
43638,13
456,4096
4552,3624
8176,1576
9752,1528
11280,1567
12847,529
13376,3757
17133,1233
18366,1242
19608,1041
20649,856
21505,1587
23092,1373
24465,1584
26049,909
26958,1007
27965,1554
29519,927
30447,1059
31506,519
32025,453
32478,854
33332,1296
34628,916
35544,737
36281,539
36820,573
37394,504
37898,263
38161,760
38921,500
39421,609
40030,610
40640,244
40884,537
41421,363
41784,327
42111,136
42247,324
42571,347
456,5501
5957,2748
8705,1214
9919,1472
11391,2099
13490,2828
16318,2010
18328,1788
20116,1586
21702,1279
22981,1033
24014,1484
25498,1101
26599,1335
27934,1165
29099,473
29572,1618
31190,1190
32380,856
33236,1458
34694,899
35593,343
35936,728
36664,1053
37717,488
38205,836
39041,440
39481,796
40277,474
40751,717
41468,183
41651,427
42078,265
42343,522
42865,313
43178,94
43272,190
43462,148
43610,41
43651,26
456,4438
4894,756
5650,2640
8290,1510
9800,1921
11721,1833
13554,2898
16452,1679
18131,1536
19667,1883
21550,736
22286,922
23208,2363
25571,1258
26829,1022
27851,1311
29162,1207
30369,457
30826,1067
31893,1337
33230,945
34175,965
35140,657
35797,316
36113,641
36754,523
37277,810
38087,800
38887,749
39636,624
40260,303
40563,630
41193,195
41388,201
41589,758
42347,420
42767,38
42805,71
42876,303
43179,11
456,7808
8264,435
8699,1091
9790,2023
11813,1704
13517,2695
16212,1196
17408,1715
19123,1359
20482,1435
21917,1060
22977,1096
24073,1276
25349,1361
26710,939
27649,1956
29605,1552
31157,1420
32577,1312
33889,773
34662,1180
35842,1792
37634,776
38410,782
39192,475
39667,567
40234,222
40456,117
40573,898
41471,604
42075,491
42566,342
42908,114
43022,145
43167,141
43308,249
43557,34
43591,33
43624,11
43635,10
456,4373
4829,696
5525,2808
8333,370
8703,1470
10173,1087
11260,1575
12835,3533
16368,1315
17683,1309
18992,2259
21251,2013
23264,2043
25307,764
26071,1936
28007,729
28736,1389
30125,1198
31323,995
32318,1561
33879,650
34529,165
34694,1208
35902,715
36617,806
