Category,Sector,Row,Number
Floor,II,7,10
Floor,II,7,11
Floor,II,7,12
Floor,II,8,1
Floor,II,8,2
Floor,II,8,3
Floor,II,8,4
Floor,II,8,5
Floor,II,8,6
Floor,II,8,7
Floor,II,8,8
Floor,II,8,9
Floor,II,8,10
Floor,II,8,11
Floor,II,8,12
Floor,II,9,1
Floor,II,9,2
Floor,II,9,3
Floor,II,9,4
Floor,II,9,5
Floor,II,9,6
Floor,II,9,7
Floor,II,9,8
Floor,II,9,9
Floor,II,9,10
Floor,II,9,11
Floor,II,9,12
Floor,II,10,1
Floor,II,10,2
Floor,II,10,3
Floor,II,10,4
Floor,II,10,5
Floor,II,10,6
Floor,II,10,7
Floor,II,10,8
Floor,II,10,9
Floor,II,10,10
Floor,II,10,11
Floor,II,10,12
Floor,II,11,1
Floor,II,11,2
Floor,II,11,3
Floor,II,11,4
Floor,II,11,5
Floor,II,11,6
Floor,II,11,7
Floor,II,11,8
Floor,II,11,9
Floor,II,11,10
Floor,II,11,11
Floor,II,11,12
Floor,II,12,1
Floor,II,12,2
Floor,II,12,3
Floor,II,12,4
Floor,II,12,5
Floor,II,12,6
Floor,II,12,7
Floor,II,12,8
Floor,II,12,9
Floor,II,12,10
Floor,II,12,11
Floor,II,12,12
Floor,II,13,1
Floor,II,13,2
Floor,II,13,3
Floor,II,13,4
Floor,II,13,5
Floor,II,13,6
Floor,II,13,7
Floor,II,13,8
Floor,II,13,9
Floor,II,13,10
Floor,II,13,11
Floor,II,13,12
Floor,II,14,1
Floor,II,14,2
Floor,II,14,3
Floor,II,14,4
Floor,II,14,5
Floor,II,14,6
Floor,II,14,7
Floor,II,14,8
Floor,II,14,9
Floor,II,14,10
Floor,II,14,11
Floor,II,14,12
Floor,II,15,1
Floor,II,15,2
Floor,II,15,3
Floor,II,15,4
Floor,II,15,5
Floor,II,15,6
Floor,II,15,7
Floor,II,15,8
Floor,II,15,9
Floor,II,15,10
Floor,II,15,11
Floor,II,15,12
Floor,III,2,1
Floor,III,2,2
Floor,III,2,3
Floor,III,2,4
Floor,III,3,1
Floor,III,3,2
Floor,III,3,3
Floor,III,3,4
Floor,III,3,5
Floor,III,3,6
Floor,III,4,1
Floor,III,4,2
Floor,III,4,3
Floor,III,4,4
Floor,III,4,5
Floor,III,4,6
Floor,III,4,7
Floor,III,4,8
Floor,III,5,1
Floor,III,5,2
Floor,III,5,3
Floor,III,5,4
Floor,III,5,5
Floor,III,5,6
Floor,III,5,7
Floor,III,5,8
Floor,III,5,9
Floor,III,5,10
Floor,III,6,1
Floor,III,6,2
Floor,III,6,3
Floor,III,6,4
Floor,III,6,5
Floor,III,6,6
Floor,III,6,7
Floor,III,6,8
Floor,III,6,9
Floor,III,6,10
Floor,III,6,11
Floor,III,6,12
Floor,III,7,1
Floor,III,7,2
Floor,III,7,3
Floor,III,7,4
Floor,III,7,5
Floor,III,7,6
Floor,III,7,7
Floor,III,7,8
Floor,III,7,9
Floor,III,7,10
Floor,III,7,11
Floor,III,7,12
Floor,III,8,1
Floor,III,8,2
Floor,III,8,3
Floor,III,8,4
Floor,III,8,5
Floor,III,8,6
Floor,III,8,7
Floor,III,8,8
Floor,III,8,9
Floor,III,8,10
Floor,III,8,11
Floor,III,8,12
Floor,III,9,1
Floor,III,9,2
Floor,III,9,3
Floor,III,9,4
Floor,III,9,5
Floor,III,9,6
Floor,III,9,7
Floor,III,9,8
Floor,III,9,9
Floor,III,9,10
Floor,III,9,11
Floor,III,9,12
Floor,III,10,1
Floor,III,10,2
Floor,III,10,3
Floor,III,10,4
Floor,III,10,5
Floor,III,10,6
Floor,III,10,7
Floor,III,10,8
Floor,III,10,9
Floor,III,10,10
Floor,III,10,11
Floor,III,10,12
Floor,III,11,1
Floor,III,11,2
Floor,III,11,3
Floor,III,11,4
Floor,III,11,5
Floor,III,11,6
Floor,III,11,7
Floor,III,11,8
Floor,III,11,9
Floor,III,11,10
Floor,III,11,11
Floor,III,11,12
Floor,III,12,1
Floor,III,12,2
Floor,III,12,3
Floor,III,12,4
Floor,III,12,5
Floor,III,12,6
Floor,III,12,7
Floor,III,12,8
Floor,III,12,9
Floor,III,12,10
Floor,III,12,11
Floor,III,12,12
Floor,III,13,1
Floor,III,13,2
Floor,III,13,3
Floor,III,13,4
Floor,III,13,5
Floor,III,13,6
Floor,III,13,7
Floor,III,13,8
Floor,III,13,9
Floor,III,13,10
Floor,III,13,11
Floor,III,13,12
Floor,III,14,1
Floor,III,14,2
Floor,III,14,3
Floor,III,14,4
Floor,III,14,5
Floor,III,14,6
Floor,III,14,7
Floor,III,14,8
Floor,III,14,9
Floor,III,14,10
Floor,III,14,11
Floor,III,14,12
Floor,III,15,1
Floor,III,15,2
Floor,III,15,3
Floor,III,15,4
Floor,III,15,5
Floor,III,15,6
Floor,III,15,7
Floor,III,15,8
Floor,III,15,9
Floor,III,15,10
Floor,III,15,11
Floor,III,15,12
Floor,IV,21,1
Floor,IV,21,2
Floor,IV,21,3
Floor,IV,21,4
Floor,IV,21,5
Floor,IV,21,6
Floor,IV,21,7
Floor,IV,21,8
Floor,IV,21,9
Floor,IV,21,10
Floor,IV,21,11
Floor,IV,21,12
Floor,IV,21,13
Floor,IV,21,14
Floor,IV,21,15
Floor,IV,21,16
Floor,IV,21,17
Floor,IV,21,18
Floor,IV,21,19
Floor,IV,21,20
Floor,IV,21,21
Floor,IV,21,22
Floor,IV,21,23
Floor,IV,21,24
Floor,IV,21,25
Floor,IV,21,26
Floor,IV,22,1
Floor,IV,22,2
Floor,IV,22,3
Floor,IV,22,4
Floor,IV,22,5
Floor,IV,22,6
Floor,IV,22,7
Floor,IV,22,8
Floor,IV,22,9
Floor,IV,22,10
Floor,IV,22,11
Floor,IV,22,12
Floor,IV,22,13
Floor,IV,22,14
Floor,IV,22,15
Floor,IV,22,16
Floor,IV,22,17
Floor,IV,22,18
Floor,IV,22,19
Floor,IV,22,20
Floor,IV,22,21
Floor,IV,22,22
Floor,IV,22,23
Floor,IV,22,24
Floor,IV,22,25
Floor,IV,22,26
Floor,IV,23,1
Floor,IV,23,2
Floor,IV,23,3
Floor,IV,23,4
Floor,IV,23,5
Floor,IV,23,6
Floor,IV,23,7
Floor,IV,23,8
Floor,IV,23,9
Floor,IV,23,10
Floor,IV,23,11
Floor,IV,23,12
Floor,IV,23,13
Floor,IV,23,14
Floor,IV,23,15
Floor,IV,23,16
Floor,IV,23,17
Floor,IV,23,18
Floor,IV,23,19
Floor,IV,23,20
Floor,IV,23,21
Floor,IV,23,22
Floor,IV,23,23
Floor,IV,23,24
Floor,IV,23,25
Floor,IV,23,26
Floor,IV,24,1
Floor,IV,24,2
Floor,IV,24,3
Floor,IV,24,4
Floor,IV,24,5
Floor,IV,24,6
Floor,IV,24,7
Floor,IV,24,8
Floor,IV,24,9
Floor,IV,24,10
Floor,IV,24,11
Floor,IV,24,12
Floor,IV,24,13
Floor,IV,24,14
Floor,IV,24,15
Floor,IV,24,16
Floor,IV,24,17
Floor,IV,24,18
Floor,IV,24,19
Floor,IV,24,20
Floor,IV,24,21
Floor,IV,24,22
Floor,IV,24,23
Floor,IV,24,24
Floor,IV,24,25
Floor,IV,24,26
Floor,IV,25,1
Floor,IV,25,2
Floor,IV,25,3
Floor,IV,25,4
Floor,IV,25,5
Floor,IV,25,6
Floor,IV,25,7
Floor,IV,25,8
Floor,IV,25,9
Floor,IV,25,10
Floor,IV,25,11
Floor,IV,25,12
Floor,IV,25,13
Floor,IV,25,14
Floor,IV,25,15
Floor,IV,25,16
Floor,IV,25,17
Floor,IV,25,18
Floor,IV,25,19
Floor,IV,25,20
Floor,IV,25,21
Floor,IV,25,22
Floor,IV,25,23
Floor,IV,25,24
Floor,IV,25,25
Floor,IV,25,26
Floor,IV,26,1
Floor,IV,26,2
Floor,IV,26,3
Floor,IV,26,4
Floor,IV,26,5
Floor,IV,26,6
Floor,IV,26,7
Floor,IV,26,8
Floor,IV,26,9
Floor,IV,26,10
Floor,IV,26,11
Floor,IV,26,12
Floor,IV,26,13
Floor,IV,26,14
Floor,IV,26,15
Floor,IV,26,16
Floor,IV,26,17
Floor,IV,26,18
Floor,IV,26,19
Floor,IV,26,20
Floor,IV,26,21
Floor,IV,26,22
Floor,IV,26,23
Floor,IV,26,24
Floor,IV,26,25
Floor,IV,26,26
Floor,IV,27,1
Floor,IV,27,2
Floor,IV,27,3
Floor,IV,27,4
Floor,IV,27,5
Floor,IV,27,6
Floor,IV,27,7
Floor,IV,27,8
Floor,IV,27,9
Floor,IV,27,10
Floor,IV,27,11
Floor,IV,27,12
Floor,IV,27,13
Floor,IV,27,14
Floor,IV,27,15
Floor,IV,27,16
Floor,IV,27,17
Floor,IV,27,18
Floor,IV,27,19
Floor,IV,27,20
Floor,IV,27,21
Floor,IV,27,22
Floor,IV,27,23
Floor,IV,27,24
Floor,IV,27,25
Floor,IV,27,26
Floor,IV,28,1
Floor,IV,28,2
Floor,IV,28,3
Floor,IV,28,4
Floor,IV,28,5
Floor,IV,28,6
Floor,IV,28,7
Floor,IV,28,8
Floor,IV,28,9
Floor,IV,28,10
Floor,IV,28,11
Floor,IV,28,12
Floor,IV,28,13
Floor,IV,28,14
Floor,IV,28,15
Floor,IV,28,16
Floor,IV,28,17
Floor,IV,28,18
Floor,IV,28,19
Floor,IV,28,20
Floor,IV,28,21
Floor,IV,28,22
Floor,IV,28,23
Floor,IV,28,24
Floor,IV,28,25
Floor,IV,28,26
Floor,IV,29,1
Floor,IV,29,2
Floor,IV,29,3
Floor,IV,29,4
Floor,IV,29,5
Floor,IV,29,6
Floor,IV,29,7
Floor,IV,29,8
Floor,IV,29,9
Floor,IV,29,10
Floor,IV,29,11
Floor,IV,29,12
Floor,IV,29,13
Floor,IV,29,14
Floor,IV,29,15
Floor,IV,29,16
Floor,IV,29,17
Floor,IV,29,18
Floor,IV,29,19
Floor,IV,29,20
Floor,IV,29,21
Floor,IV,29,22
Floor,IV,29,23
Floor,IV,29,24
Floor,IV,29,25
Floor,IV,29,26
Floor,IV,30,1
Floor,IV,30,2
Floor,IV,30,3
Floor,IV,30,4
Floor,IV,30,5
Floor,IV,30,6
Floor,IV,30,7
Floor,IV,30,8
Floor,IV,30,9
Floor,IV,30,10
Floor,IV,30,11
Floor,IV,30,12
Floor,IV,30,13
Floor,IV,30,14
Floor,IV,30,15
Floor,IV,30,16
Floor,IV,30,17
Floor,IV,30,18
Floor,IV,30,19
Floor,IV,30,20
Floor,IV,30,21
Floor,IV,30,22
Floor,IV,30,23
Floor,IV,30,24
Floor,IV,30,25
Floor,IV,30,26
Floor,IV,31,1
Floor,IV,31,2
Floor,IV,31,3
Floor,IV,31,4
Floor,IV,31,5
Floor,IV,31,6
Floor,IV,31,7
Floor,IV,31,8
Floor,IV,31,9
Floor,IV,31,10
Floor,IV,31,11
Floor,IV,31,12
Floor,IV,31,13
Floor,IV,31,14
Floor,IV,31,15
Floor,IV,31,16
Floor,IV,31,17
Floor,IV,31,18
Floor,IV,31,19
Floor,IV,31,20
Floor,IV,31,21
Floor,IV,31,22
Floor,IV,31,23
Floor,IV,31,24
Floor,IV,31,25
Floor,IV,31,26
Floor,IV,32,1
Floor,IV,32,2
Floor,IV,32,3
Floor,IV,32,4
Floor,IV,32,5
Floor,IV,32,6
Floor,IV,32,7
Floor,IV,32,8
Floor,IV,32,9
Floor,IV,32,10
Floor,IV,32,11
Floor,IV,32,12
Floor,IV,32,13
Floor,IV,32,14
Floor,IV,32,15
Floor,IV,32,16
Floor,IV,32,17
Floor,IV,32,18
Floor,IV,32,19
Floor,IV,32,20
Floor,IV,32,21
Floor,IV,32,22
Floor,IV,32,23
Floor,IV,32,24
Floor,IV,32,25
Floor,IV,32,26
Floor,IV,33,1
Floor,IV,33,2
Floor,IV,33,3
Floor,IV,33,4
Floor,IV,33,5
Floor,IV,33,6
Floor,IV,33,7
Floor,IV,33,8
Floor,IV,33,9
Floor,IV,33,10
Floor,IV,33,11
Floor,IV,33,12
Floor,IV,33,13
Floor,IV,33,14
Floor,IV,33,15
Floor,IV,33,16
Floor,IV,33,17
Floor,IV,33,18
Floor,IV,33,19
Floor,IV,33,20
Floor,IV,33,21
Floor,IV,33,22
Floor,IV,33,23
Floor,IV,33,24
Floor,IV,33,25
Floor,IV,33,26
Floor,IV,34,1
Floor,IV,34,2
Floor,IV,34,3
Floor,IV,34,4
Floor,IV,34,5
Floor,IV,34,6
Floor,IV,34,7
Floor,IV,34,8
Floor,IV,34,9
Floor,IV,34,10
Floor,IV,34,11
Floor,IV,34,12
Floor,IV,34,13
Floor,IV,34,14
Floor,IV,34,15
Floor,IV,34,16
Floor,IV,34,17
Floor,IV,34,18
Floor,IV,34,19
Floor,IV,34,20
Floor,IV,34,21
Floor,IV,34,22
Floor,IV,34,23
Floor,IV,34,24
Floor,IV,34,25
Floor,IV,34,26
Floor,IV,35,1
Floor,IV,35,2
Floor,IV,35,3
Floor,IV,35,4
Floor,IV,35,5
Floor,IV,35,6
Floor,IV,35,7
Floor,IV,35,8
Floor,IV,35,9
Floor,IV,35,10
Floor,IV,35,11
Floor,IV,35,12
Floor,IV,35,13
Floor,IV,35,14
Floor,IV,35,15
Floor,IV,35,16
Floor,IV,35,17
Floor,IV,35,18
Floor,IV,35,19
Floor,IV,35,20
Floor,IV,35,21
Floor,IV,35,22
Floor,IV,35,23
Floor,IV,35,24
Floor,IV,35,25
Floor,IV,35,26
Floor,IV,36,1
Floor,IV,36,2
Floor,IV,36,3
Floor,IV,36,4
Floor,IV,36,5
Floor,IV,36,6
Floor,IV,36,7
Floor,IV,36,8
Floor,IV,36,9
Floor,IV,36,10
Floor,IV,36,11
Floor,IV,36,12
Floor,IV,36,13
Floor,IV,36,14
Floor,IV,36,15
Floor,IV,36,16
Floor,IV,36,17
Floor,IV,36,18
Floor,IV,36,19
Floor,IV,36,20
Floor,IV,36,21
Floor,IV,36,22
Floor,IV,36,23
Floor,IV,36,24
Floor,IV,36,25
Floor,IV,36,26
Floor,V,21,51
Floor,V,21,52
Floor,V,21,53
Floor,V,21,54
Floor,V,21,55
Floor,V,21,56
Floor,V,21,57
Floor,V,21,58
Floor,V,21,59
Floor,V,21,60
Floor,V,21,61
Floor,V,21,62
Floor,V,21,63
Floor,V,21,64
Floor,V,21,65
Floor,V,21,66
Floor,V,21,67
Floor,V,21,68
Floor,V,21,69
Floor,V,21,70
Floor,V,21,71
Floor,V,21,72
Floor,V,21,73
Floor,V,21,74
Floor,V,21,75
Floor,V,21,76
Floor,V,22,51
Floor,V,22,52
Floor,V,22,53
Floor,V,22,54
Floor,V,22,55
Floor,V,22,56
Floor,V,22,57
Floor,V,22,58
Floor,V,22,59
Floor,V,22,60
Floor,V,22,61
Floor,V,22,62
Floor,V,22,63
Floor,V,22,64
Floor,V,22,65
Floor,V,22,66
Floor,V,22,67
Floor,V,22,68
Floor,V,22,69
Floor,V,22,70
Floor,V,22,71
Floor,V,22,72
Floor,V,22,73
Floor,V,22,74
Floor,V,22,75
Floor,V,22,76
Floor,V,23,51
Floor,V,23,52
Floor,V,23,53
Floor,V,23,54
Floor,V,23,55
Floor,V,23,56
Floor,V,23,57
Floor,V,23,58
Floor,V,23,59
Floor,V,23,60
Floor,V,23,61
Floor,V,23,62
Floor,V,23,63
Floor,V,23,64
Floor,V,23,65
Floor,V,23,66
Floor,V,23,67
Floor,V,23,68
Floor,V,23,69
Floor,V,23,70
Floor,V,23,71
Floor,V,23,72
Floor,V,23,73
Floor,V,23,74
Floor,V,23,75
Floor,V,23,76
Floor,V,24,51
Floor,V,24,52
Floor,V,24,53
Floor,V,24,54
Floor,V,24,55
Floor,V,24,56
Floor,V,24,57
Floor,V,24,58
Floor,V,24,59
Floor,V,24,60
Floor,V,24,61
Floor,V,24,62
Floor,V,24,63
Floor,V,24,64
Floor,V,24,65
Floor,V,24,66
Floor,V,24,67
Floor,V,24,68
Floor,V,24,69
Floor,V,24,70
Floor,V,24,71
Floor,V,24,72
Floor,V,24,73
Floor,V,24,74
Floor,V,24,75
Floor,V,24,76
Floor,V,25,51
Floor,V,25,52
Floor,V,25,53
Floor,V,25,54
Floor,V,25,55
Floor,V,25,56
Floor,V,25,57
Floor,V,25,58
Floor,V,25,59
Floor,V,25,60
Floor,V,25,61
Floor,V,25,62
Floor,V,25,63
Floor,V,25,64
Floor,V,25,65
Floor,V,25,66
Floor,V,25,67
Floor,V,25,68
Floor,V,25,69
Floor,V,25,70
Floor,V,25,71
Floor,V,25,72
Floor,V,25,73
Floor,V,25,74
Floor,V,25,75
Floor,V,25,76
Floor,V,26,51
Floor,V,26,52
Floor,V,26,53
Floor,V,26,54
Floor,V,26,55
Floor,V,26,56
Floor,V,26,57
Floor,V,26,58
Floor,V,26,59
Floor,V,26,60
Floor,V,26,61
Floor,V,26,62
Floor,V,26,63
Floor,V,26,64
Floor,V,26,65
Floor,V,26,66
Floor,V,26,67
Floor,V,26,68
Floor,V,26,69
Floor,V,26,70
Floor,V,26,71
Floor,V,26,72
Floor,V,26,73
Floor,V,26,74
Floor,V,26,75
Floor,V,26,76
Floor,V,27,51
Floor,V,27,52
Floor,V,27,53
Floor,V,27,54
Floor,V,27,55
Floor,V,27,56
Floor,V,27,57
